agenda_name,agenda_section,agenda_sub_section,agenda_full_name,link_url,link_text,title,authors,author_organizations,published_year,date
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://arxiv.org/abs/2507.05246,"When Chain of Thought is Necessary, Language Models Struggle to Evade Monitors","When Chain of Thought is Necessary, Language Models Struggle to Evade Monitors","Scott Emmons, Erik Jenner, David K. Elson, Rif A. Saurous, Senthooran Rajamanoharan, Heng Chen, Irhum Shafkat, Rohin Shah",Google DeepMind,2025,2025-07-07
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://arxiv.org/abs/2505.05410,Reasoning Models Don't Always Say What They Think,Reasoning Models Don't Always Say What They Think,"Yanda Chen, Joe Benton, Ansh Radhakrishnan, Jonathan Uesato, Carson Denison, John Schulman, Arushi Somani, Peter Hase, Misha Wagner, Fabien Roger, Vlad Mikulik, Samuel R. Bowman, Jan Leike, Jared Kaplan, Ethan Perez","OpenAI, Anthropic",2025,2025-05-08
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://arxiv.org/abs/2510.01367,Is It Thinking or Cheating? Detecting Implicit Reward Hacking by Measuring Reasoning Effort,Is It Thinking or Cheating? Detecting Implicit Reward Hacking by Measuring Reasoning Effort,"Xinpeng Wang, Nitish Joshi, Barbara Plank, Rico Angell, He He",,2025,2025-10-01
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://arxiv.org/abs/2505.23575,CoT Red-Handed: Stress Testing Chain-of-Thought Monitoring,CoT Red-Handed: Stress Testing Chain-of-Thought Monitoring,"Benjamin Arnav, Pablo Bernabeu-Pérez, Nathan Helm-Burger, Tim Kostolansky, Hannes Whittingham, Mary Phuong",DeepMind,2025,2025-05-29
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://alignment.anthropic.com/2025/subtle-reasoning/,Training fails to elicit subtle reasoning in current language models,Training fails to elicit subtle reasoning in current language models,,Anthropic,2025,2025-01-01
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://arxiv.org/abs/2510.19851,Can Reasoning Models Obfuscate Reasoning? Stress-Testing Chain-of-Thought Monitorability,Can Reasoning Models Obfuscate Reasoning? Stress-Testing Chain-of-Thought Monitorability,"Artur Zolkowski, Wen Xing, David Lindner, Florian Tramèr, Erik Jenner","ETH Zurich, FAR AI",2025,2025-10-21
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://arxiv.org/abs/2506.22777,Teaching Models to Verbalize Reward Hacking in Chain-of-Thought Reasoning,Teaching Models to Verbalize Reward Hacking in Chain-of-Thought Reasoning,"Miles Turpin, Andy Arditi, Marvin Li, Joe Benton, Julian Michael",,2025,2025-06-28
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://arxiv.org/abs/2501.08156,Are DeepSeek R1 And Other Reasoning Models More Faithful?,Are DeepSeek R1 And Other Reasoning Models More Faithful?,"James Chua, Owain Evans",,2025,2025-01-14
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://arxiv.org/abs/2510.23966,A Pragmatic Way to Measure Chain-of-Thought Monitorability,A Pragmatic Way to Measure Chain-of-Thought Monitorability,"Scott Emmons, Roland S. Zimmermann, David K. Elson, Rohin Shah",Google DeepMind,2025,2025-10-28
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://lesswrong.com/posts/Em9sihEZmbofZKc2t/a-concrete-roadmap-towards-safety-cases-based-on-chain-of,A Concrete Roadmap towards Safety Cases based on Chain-of-Thought Monitoring,A Concrete Roadmap towards Safety Cases based on Chain-of-Thought Monitoring,Wuschel Schulz,,2025,2025-10-23
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://arxiv.org/abs/2507.11473,Chain of Thought Monitorability: A New and Fragile Opportunity for AI Safety,Chain of Thought Monitorability: A New and Fragile Opportunity for AI Safety,"Tomek Korbak, Mikita Balesni, Elizabeth Barnes, Yoshua Bengio, Joe Benton, Joseph Bloom, Mark Chen, Alan Cooney, Allan Dafoe, Anca Dragan, Scott Emmons, Owain Evans, David Farhi, Ryan Greenblatt, Dan Hendrycks, Marius Hobbhahn, Evan Hubinger, Geoffrey Irving, Erik Jenner, Daniel Kokotajlo, Victoria Krakovna, Shane Legg, David Lindner, David Luan, Aleksander Mądry, Julian Michael, Neel Nanda, Dave Orr, Jakub Pachocki, Ethan Perez, Mary Phuong, Fabien Roger, Joshua Saxe, Buck Shlegeris, Martín Soto, Eric Steinberger, Jasmine Wang, Wojciech Zaremba, Bowen Baker, Rohin Shah, Vlad Mikulik","Anthropic, OpenAI, DeepMind, FAR AI, UC Berkeley, Mila, Center for AI Safety, Redwood Research, Apart Research",2025,2025-07-15
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://metr.org/blog/2025-03-11-good-for-ai-to-reason-legibly-and-faithfully/,Why it's good for AI reasoning to be legible and faithful,Why it's good for AI reasoning to be legible and faithful,,METR,2025,2025-03-11
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://www.lesswrong.com/posts/Tzdwetw55JNqFTkzK/why-don-t-we-just-shoggoth-face-paraphraser,Why Don't We Just... Shoggoth+Face+Paraphraser?,Why don't we just shoggoth-face paraphraser,,,,
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://metr.org/blog/2025-08-08-cot-may-be-highly-informative-despite-unfaithfulness/,"CoT May Be Highly Informative Despite ""Unfaithfulness""","CoT May Be Highly Informative Despite ""Unfaithfulness""","Amy Deng, Sydney Von Arx, Ben Snodin, Sudarsh Kunnavakkam, Tamera Lanham","METR, Gray Swan",2025,2025-08-08
Chain of thought monitoring,Black-box safety (understand and control current model behaviour),Iterative alignment,Black-box safety (understand and control current model behaviour) / Iterative alignment / Chain of thought monitoring,https://www.lesswrong.com/posts/B8Cmtf5gdHwxb8qtT/aether-july-2025-update,Aether July 2025 Update,Aether July 2025 Update,"Rohan Subramani, Rauno Arike, Shubhorup Biswas",Aether,2025,2025-07-01
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://arxiv.org/abs/2406.07882v1,What Kind of User Are You? Uncovering User Models in LLM Chatbots,Designing a Dashboard for Transparency and Control of Conversational AI,"Yida Chen, Aoyu Wu, Trevor DePodesta, Catherine Yeh, Kenneth Li, Nicholas Castillo Marin, Oam Patel, Jan Riecke, Shivam Raval, Olivia Seow, Martin Wattenberg, Fernanda Viégas",Google,2024,2024-06-12
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://arxiv.org/abs/2502.08640,Utility Engineering: Analyzing and Controlling Emergent Value Systems in AIs,Utility Engineering: Analyzing and Controlling Emergent Value Systems in AIs,"Mantas Mazeika, Xuwang Yin, Rishub Tamirisa, Jaehyuk Lim, Bruce W. Lee, Richard Ren, Long Phan, Norman Mu, Adam Khoja, Oliver Zhang, Dan Hendrycks",Unknown,2025,2025-02-12
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://arxiv.org/abs/2505.14633,Will AI Tell Lies to Save Sick Children? Litmus-Testing AI Values Prioritization with AIRiskDilemmas,Will AI Tell Lies to Save Sick Children? Litmus-Testing AI Values Prioritization with AIRiskDilemmas,"Yu Ying Chiu, Zhilin Wang, Sharan Maiya, Yejin Choi, Kyle Fish, Sydney Levine, Evan Hubinger",Anthropic,2025,2025-05-20
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://arxiv.org/abs/2508.09762,The PacifAIst Benchmark:Would an Artificial Intelligence Choose to Sacrifice Itself for Human Safety?,The PacifAIst Benchmark:Would an Artificial Intelligence Choose to Sacrifice Itself for Human Safety?,Manuel Herrador,,2025,2025-08-13
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://arxiv.org/abs/2504.15236,Values in the Wild: Discovering and Analyzing Values in Real-World Language Model Interactions,Values in the Wild: Discovering and Analyzing Values in Real-World Language Model Interactions,"Saffron Huang, Esin Durmus, Miles McCain, Kunal Handa, Alex Tamkin, Jerry Hong, Michael Stern, Arushi Somani, Xiuruo Zhang, Deep Ganguli",Anthropic,2025,2025-04-21
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://arxiv.org/abs/2509.01938,EigenBench: A Comparative behavioural Measure of Value Alignment,EigenBench: A Comparative Behavioral Measure of Value Alignment,"Jonathn Chang, Leonhard Piff, Suvadip Sana, Jasmine X. Li, Lionel Levine",,2025,2025-09-02
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://arxiv.org/abs/2504.04994,Following the Whispers of Values: Unraveling Neural Mechanisms Behind Value-Oriented Behaviors in LLMs,Following the Whispers of Values: Unraveling Neural Mechanisms Behind Value-Oriented Behaviors in LLMs,"Ling Hu, Yuemei Xu, Xiaoyang Gu, Letao Han",,2025,2025-04-07
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://lesswrong.com/posts/jrkrHyrymv95CX5NC/alignment-can-reduce-performance-on-simple-ethical-questions,Alignment Can Reduce Performance on Simple Ethical Questions,Alignment Can Reduce Performance on Simple Ethical Questions,Daan Henselmans,,2025,2025-02-03
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://arxiv.org/abs/2410.01639,Moral Alignment for LLM Agents,Moral Alignment for LLM Agents,"Elizaveta Tennant, Stephen Hailes, Mirco Musolesi",,2025,2024-10-02
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://www.lesswrong.com/posts/6JdSJ63LZ4TuT5cTH/the-llm-has-left-the-chat-evidence-of-bail-preferences-in,The LLM Has Left The Chat: Evidence of Bail Preferences in Large Language Models,The LLM Has Left The Chat: Evidence of Bail Preferences in Large Language Models,Danielle Ensign,Anthropic,2024,2024-09-08
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://arxiv.org/abs/2505.21479,Are Language Models Consequentialist or Deontological Moral Reasoners?,Are Language Models Consequentialist or Deontological Moral Reasoners?,"Keenan Samway, Max Kleiman-Weiner, David Guzman Piedrahita, Rada Mihalcea, Bernhard Schölkopf, Zhijing Jin",,2025,2025-05-27
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://nature.com/articles/s41562-025-02172-y,Playing repeated games with large language models,Playing repeated games with large language models,"Elif Akata, Lion Schulz, Julian Coda-Forno, Seong Joon Oh, Matthias Bethge, Eric Schulz","Max Planck Institute for Biological Cybernetics, Institute for Human-Centered AI (Helmholtz Munich), University of Tübingen",2025,2025-05-08
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://arxiv.org/abs/2504.06324,From Stability to Inconsistency: A Study of Moral Preferences in LLMs,From Stability to Inconsistency: A Study of Moral Preferences in LLMs,"Monika Jotautaite, Mary Phuong, Chatrik Singh Mangat, Maria Angelica Martinez",,2025,2025-04-08
Model values / model preferences,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model values / model preferences,https://arxiv.org/abs/2510.05465,VAL-Bench: Measuring Value Alignment in Language Models,VAL-Bench: Measuring Value Alignment in Language Models,"Aman Gupta, Denny O'Shea, Fazl Barez",,2025,2025-10-06
Character training and persona steering,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Character training and persona steering,https://arxiv.org/pdf/2511.01689%20,Open Character Training: Shaping the Persona of AI Assistants through Constitutional AI,Open Character Training: Shaping the Persona of AI Assistants through Constitutional AI,"Sharan Maiya, Henning Bartsch, Nathan Lambert, Evan Hubinger",Anthropic,2025,2025-11-03
Character training and persona steering,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Character training and persona steering,https://www.lesswrong.com/posts/29aWbJARGF4ybAa5d/on-the-functional-self-of-llms,On the functional self of LLMs,On the functional self of LLMs,eggsyntax,,2025,2025-07-07
Character training and persona steering,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Character training and persona steering,https://www.lesswrong.com/posts/vpNG99GhbBoLov9og/claude-4-5-opus-soul-document%20,Opus 4.5's Soul Document,Claude 4.5 Opus' Soul Document,Richard Weiss,,2025,2025-11-28
Character training and persona steering,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Character training and persona steering,https://arxiv.org/abs/2506.19823,Persona Features Control Emergent Misalignment,Persona Features Control Emergent Misalignment,"Miles Wang, Tom Dupré la Tour, Olivia Watkins, Alex Makelov, Ryan A. Chi, Samuel Miserendino, Jeffrey Wang, Achyuta Rajaram, Johannes Heidecke, Tejal Patwardhan, Dan Mossing",,2025,2025-06-24
Character training and persona steering,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Character training and persona steering,https://arxiv.org/abs/2510.04340,Inoculation Prompting: Eliciting traits from LLMs during training can suppress them at test-time,Inoculation Prompting: Eliciting traits from LLMs during training can suppress them at test-time,"Daniel Tan, Anders Woodruff, Niels Warncke, Arun Jose, Maxime Riché, David Demitri Africa, Mia Taylor",,2025,2025-10-05
Character training and persona steering,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Character training and persona steering,https://arxiv.org/abs/2507.21509,Persona Vectors: Monitoring and Controlling Character Traits in Language Models,Persona Vectors: Monitoring and Controlling Character Traits in Language Models,"Runjin Chen, Andy Arditi, Henry Sleight, Owain Evans, Jack Lindsey",,2025,2025-07-29
Character training and persona steering,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Character training and persona steering,https://lesswrong.com/posts/jtqcsARGtmgogdcLT/reducing-llm-deception-at-scale-with-self-other-overlap-fine,Reducing LLM deception at scale with self-other overlap fine-tuning,Reducing LLM deception at scale with self-other overlap fine-tuning,"Marc Carauleanu, Diogo de Lucena, Gunnar_Zarncke, Judd Rosenblatt, Cameron Berg, Mike Vaiana, Trent Hodgeson","AE Studio, Foresight Institute",2025,2025-03-13
Character training and persona steering,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Character training and persona steering,https://www.lesswrong.com/posts/6ZnznCaTcbGYsCmqu/the-rise-of-parasitic-ai?commentId=RrWjMnKwXGTtmw9rQ,The Rise of Parasitic AI,The Rise of Parasitic AI,Adele Lopez,,2025,2025-09-11
Character training and persona steering,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Character training and persona steering,https://www.alignmentforum.org/posts/zuXo9imNKYspu9HGv/a-three-layer-model-of-llm-psychology,A Three-Layer Model of LLM Psychology,A Three-Layer Model of LLM Psychology,Jan_Kulveit,,2024,2024-12-26
Character training and persona steering,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Character training and persona steering,https://arxiv.org/abs/2502.07077,Multi-turn Evaluation of Anthropomorphic Behaviours in Large Language Models,Multi-turn Evaluation of Anthropomorphic Behaviours in Large Language Models,"Lujain Ibrahim, Canfer Akbulut, Rasmi Elasmar, Charvi Rastogi, Minsuk Kahng, Meredith Ringel Morris, Kevin R. McKee, Verena Rieser, Murray Shanahan, Laura Weidinger","Google DeepMind, Heriot-Watt University",2025,2025-02-10
Character training and persona steering,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Character training and persona steering,https://www.lesswrong.com/posts/LdBhgAhpvbdEep79F/selection-pressures-on-lm-personas,Selection Pressures on LM Personas,Selection Pressures on LM Personas,Raymond Douglas,,2025,2025-03-28
Character training and persona steering,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Character training and persona steering,https://nostalgebraist.tumblr.com/post/785766737747574784/the-void,the void,the void,nostalgebraist,,2025,2025-06-07
Character training and persona steering,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Character training and persona steering,https://nostalgebraist.tumblr.com/post/786568570671923200/void-miscellany,void miscellany,void miscellany,nostalgebraist,,2025,2025-06-16
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://arxiv.org/abs/2502.17424,Emergent Misalignment: Narrow finetuning can produce broadly misaligned LLMs,Emergent Misalignment: Narrow finetuning can produce broadly misaligned LLMs,"Jan Betley, Daniel Tan, Niels Warncke, Anna Sztyber-Betley, Xuchan Bao, Martín Soto, Nathan Labenz, Owain Evans",,2025,2025-02-24
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://arxiv.org/abs/2506.13206,Thought Crime: Backdoors and Emergent Misalignment in Reasoning Models,Thought Crime: Backdoors and Emergent Misalignment in Reasoning Models,"James Chua, Jan Betley, Mia Taylor, Owain Evans",,2025,2025-06-16
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://arxiv.org/abs/2506.19823,Persona Features Control Emergent Misalignment,Persona Features Control Emergent Misalignment,"Miles Wang, Tom Dupré la Tour, Olivia Watkins, Alex Makelov, Ryan A. Chi, Samuel Miserendino, Jeffrey Wang, Achyuta Rajaram, Johannes Heidecke, Tejal Patwardhan, Dan Mossing",,2025,2025-06-24
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://arxiv.org/abs/2506.11613,Model Organisms for Emergent Misalignment,Model Organisms for Emergent Misalignment,"Edward Turner, Anna Soligo, Mia Taylor, Senthooran Rajamanoharan, Neel Nanda",Google DeepMind,2025,2025-06-13
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://arxiv.org/abs/2508.17511,School of Reward Hacks: Hacking harmless tasks generalizes to misaligned behavior in LLMs,School of Reward Hacks: Hacking harmless tasks generalizes to misaligned behavior in LLMs,"Mia Taylor, James Chua, Jan Betley, Johannes Treutlein, Owain Evans",,2025,2025-08-24
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://alignment.anthropic.com/2025/subliminal-learning/,Subliminal Learning: Language Models Transmit behavioural Traits via Hidden Signals in Data,Subliminal Learning: Language Models Transmit Behavioral Traits via Hidden Signals in Data,"Alex Cloud, Minh Le, James Chua, Jan Betley, Anna Sztyber-Betley, Jacob Hilton, Samuel Marks, Owain Evans","Anthropic Fellows Program, Truthful AI, Warsaw University of Technology, Alignment Research Center, Anthropic, UC Berkeley",2025,2025-07-22
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://lesswrong.com/posts/umYzsh7SGHHKsRCaA/convergent-linear-representations-of-emergent-misalignment,Convergent Linear Representations of Emergent Misalignment,Convergent Linear Representations of Emergent Misalignment,"Anna Soligo, Edward Turner, Senthooran Rajamanoharan, Neel Nanda",ML Alignment & Theory Scholars,2025,2025-06-16
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://www.lesswrong.com/posts/gLDSqQm8pwNiq7qst/narrow-misalignment-is-hard-emergent-misalignment-is-easy,"Narrow Misalignment is Hard, Emergent Misalignment is Easy","Narrow Misalignment is Hard, Emergent Misalignment is Easy","Edward Turner, Anna Soligo, Senthooran Rajamanoharan, Neel Nanda",Google DeepMind,2024,2024-07-14
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://lesswrong.com/posts/gT3wtWBAs7PKonbmy/aesthetic-preferences-can-cause-emergent-misalignment,Aesthetic Preferences Can Cause Emergent Misalignment,Aesthetic Preferences Can Cause Emergent Misalignment,Anders Woodruff,Center on Long-Term Risk,2025,2025-08-26
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://arxiv.org/abs/2510.06105,Moloch's Bargain: Emergent Misalignment When LLMs Compete for Audiences,Moloch's Bargain: Emergent Misalignment When LLMs Compete for Audiences,"Batu El, James Zou",Stanford University,2025,2025-10-07
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://lesswrong.com/posts/ZdY4JzBPJEgaoCxTR/emergent-misalignment-and-realignment,Emergent Misalignment & Realignment,Emergent Misalignment & Realignment,"Elizaveta Tennant, Jasper Timm, Kevin Wei, David Quarel",ARENA (Alignment Research Engineering Accelerator),2025,2025-06-27
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://www.lesswrong.com/posts/HLJoJYi52mxgomujc/realistic-reward-hacking-induces-different-and-deeper-1,Realistic Reward Hacking Induces Different and Deeper Misalignment,Realistic Reward Hacking Induces Different and Deeper Misalignment,Jozdien,,2025,2025-10-09
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://lesswrong.com/posts/ZXxY2tccLapdjLbKm/selective-generalization-improving-capabilities-while,Selective Generalization: Improving Capabilities While Maintaining Alignment,Selective Generalization: Improving Capabilities While Maintaining Alignment,"Ariana Azarbal, Matthew A. Clarke, Jorio Cocola, Cailley Factor, Alex Cloud",SPAR,2025,2025-07-16
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://lesswrong.com/posts/qHudHZNLCiFrygRiy/emergent-misalignment-on-a-budget,Emergent Misalignment on a Budget,Emergent Misalignment on a Budget,"Valerio Pepe, Armaan Tipirneni",Harvard College,2025,2025-06-08
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://www.lesswrong.com/posts/6ZnznCaTcbGYsCmqu/the-rise-of-parasitic-ai,The Rise of Parasitic AI,The Rise of Parasitic AI,Adele Lopez,,2025,2025-09-11
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://lesswrong.com/posts/4XdxiqBsLKqiJ9xRM/llm-agi-may-reason-about-its-goals-and-discover,LLM AGI may reason about its goals and discover misalignments by default,LLM AGI may reason about its goals and discover misalignments by default,Seth Herd,,2025,2025-09-15
Emergent misalignment,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Emergent misalignment,https://lesswrong.com/posts/AcTEiu5wYDgrbmXow/open-problems-in-emergent-misalignment,Open problems in emergent misalignment,Open problems in emergent misalignment,"Jan Betley, Daniel Tan",,2025,2025-03-01
Model specs and constitutions,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model specs and constitutions,https://www.anthropic.com/news/claudes-constitution,Claude's Constitution,Claude's Constitution,,Anthropic,2023,2023-05-09
Model specs and constitutions,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model specs and constitutions,https://github.com/elder-plinius/CL4R1T4S/blob/main/GOOGLE/Gemini-2.5-Pro-04-18-2025.md,"Google doesn't have anything public. The Gemini system prompt is very short and dry and doesn't even have any rules for handling copyrighted, let alone wetter stuff",Gemini-2.5-Pro-04-18-2025 System Prompt,,Google,2025,2025-04-18
Model specs and constitutions,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model specs and constitutions,https://arxiv.org/abs/2412.16339,Deliberative Alignment: Reasoning Enables Safer Language Models,Deliberative Alignment: Reasoning Enables Safer Language Models,"Melody Y. Guan, Manas Joglekar, Eric Wallace, Saachi Jain, Boaz Barak, Alec Helyar, Rachel Dias, Andrea Vallone, Hongyu Ren, Jason Wei, Hyung Won Chung, Sam Toyer, Johannes Heidecke, Alex Beutel, Amelia Glaese",OpenAI,2024,2024-12-20
Model specs and constitutions,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model specs and constitutions,https://arxiv.org/abs/2510.07686,Stress-Testing Model Specs Reveals Character Differences among Language Models,Stress-Testing Model Specs Reveals Character Differences among Language Models,"Jifan Zhang, Henry Sleight, Andi Peng, John Schulman, Esin Durmus","OpenAI, Anthropic",2025,2025-10-09
Model specs and constitutions,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model specs and constitutions,https://model-spec.openai.com/,OpenAI Model Spec,OpenAI Model Spec,,OpenAI,2025,2025-09-12
Model specs and constitutions,Black-box safety (understand and control current model behaviour),Model psychology,Black-box safety (understand and control current model behaviour) / Model psychology / Model specs and constitutions,https://arxiv.org/abs/2506.00195,Let Them Down Easy! Contextual Effects of LLM Guardrails on User Perceptions and Preferences,Let Them Down Easy! Contextual Effects of LLM Guardrails on User Perceptions and Preferences,"Mingqian Zheng, Wenjia Hu, Patrick Zhao, Motahhare Eslami, Jena D. Hwang, Faeze Brahman, Carolyn Rose, Maarten Sap","Carnegie Mellon University, University of Southern California",2025,2025-05-30
